PM_fall_La,xcoordinat,ycoordinat,pmF7,pmF8,pmF9,pmF10,pmF11,no2F7,no2F8,no2F9,no2F10,no2F11,GroupCount,median_gas,median_tmp,median_dwp,median_rel,median_drc,median_skn,median_msl,median_vsb,median_fee,log_CalibN,Calib_NO2,StDist,HwDist,BsRtDist,TrkRtDist,BsDpDist,PortDist,RlydDist,WstProcDist,WtTrtDist,AportDist,RstrDist,StLength_50,HwLength_50,BsRtLength_50,TrkRtLength_50,AADT_50,TruckAADT_50,BldArea_50,RsdArea_50,RsdUnit_50,IndArea_50,ComArea_50,RecArea_50,CATS_50,Bnchmrk_50,TotalPopu_50,StLength_100,HwLength_100,BsRtLength_100,TrkRtLength_100,AADT_100,TruckAADT_100,BldArea_100,RsdArea_100,RsdUnit_100,IndArea_100,ComArea_100,RecArea_100,CATS_100,Bnchmrk_100,TotalPopu_100,StLength_250,HwLength_250,BsRtLength_250,TrkRtLength_250,AADT_250,TruckAADT_250,BldArea_250,RsdArea_250,RsdUnit_250,IndArea_250,ComArea_250,RecArea_250,CATS_250,Bnchmrk_250,TotalPopu_250,StLength_500,HwLength_500,BsRtLength_500,TrkRtLength_500,AADT_500,TruckAADT_500,BldArea_500,RsdArea_500,RsdUnit_500,IndArea_500,ComArea_500,RecArea_500,CATS_500,Bnchmrk_500,TotalPopu_500,StLength_1000,HwLength_1000,BsRtLength_1000,TrkRtLength_1000,AADT_1000,TruckAADT_1000,BldArea_1000,RsdArea_1000,RsdUnit_1000,IndArea_1000,ComArea_1000,RecArea_1000,CATS_1000,Bnchmrk_1000,TotalPopu_1000,BusDepot_50,Port_50,Railyard_50,WasteProc_50,WaterTreat_50,Airport_50,Restaurant_50,BusDepot_100,Port_100,Railyard_100,WasteProc_100,WaterTreat_100,Airport_100,Restaurant_100,BusDepot_250,Port_250,Railyard_250,WasteProc_250,WaterTreat_250,Airport_250,Restaurant_250,BusDepot_500,Port_500,Railyard_500,WasteProc_500,WaterTreat_500,Airport_500,Restaurant_500,BusDepot_1000,Port_1000,Railyard_1000,WasteProc_1000,WaterTreat_1000,Airport_1000,Restaurant_1000
"34685",1003530.403000000049360,236411.797800000000279,8.823962715000000,7.803057412000000,8.154229111999999,6.465884698000000,7.216407103000000,23.910327339999998,24.087771839999998,23.384489240000001,21.564891520000000,20.583655709999999,"79",411.000000000000000,8.261111111111109,-0.611111111111112,48.031999999999996,27.333333333333300,2.057760000000000,102.902000000000001,16.100000000000001,7.093055555555560,1.875982800000000,6.527230700000000,1,1,71.55794891,1,824.3510014,746.6975061,176.4504309,272.5323161,1638.059955,3539.422069,360.677588,845.1415671,622.2915856,0,1023.316965,"530905","52424","958267","0","0","844252","222304","0","2",7633851,"0",1555.658502,976.1980828,265.8382131,1453.194182,"624494","59227","1160877","116107","151","916414","222304","0","2",7633851,"374",4661.557053,2262.666238,1672.010977,3312.579354,"1321338","124837","5047834","2349894","2836","2155204","455944","41351","5",43999478.8,"5188",15690.12037,6336.008716,8294.535092,8531.003333,"2344633","198624","16426605","9019155","10132","6701228","959134","339213","31",614920188.9,"26524",50981.50765,13110.12191,28956.00554,21448.58899,"3854301","285661","57379698","34604618","38131","21168440","1350351","2458965","442",2190470069,"96613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","3","0","0","6","1","1","10","6","0","0","18"
"34688",1003530.403000000049360,237396.049800000007963,8.931450351000002,7.878686467000000,8.245620748000000,6.546914106000000,7.214884068000000,23.713803169999998,23.810297290000001,23.011012860000001,21.206914529999999,20.092612320000001,"14",420.500000000000000,14.718204898446800,7.134259259259260,59.578666666666699,201.083333333333002,5.255862000000000,100.788333333333014,16.100000000000001,14.718204898446800,2.202438000000000,9.047576500000000,1,1,53.43344736,1,611.095579,448.8616209,213.2870616,85.290091,1895.436924,3813.473653,188.1095684,758.5791123,609.9899538,0,1031.363872,"573376","54930","2389181","1619108","1934","517876","77795","0","1",2329380,"0",1933.118907,847.5810395,635.690908,1931.890615,"607994","57554","3008169","1633191","1948","1058551","107435","0","3",6721997.6,"0",5315.833472,1472.729608,2114.756565,3588.139495,"792691","70758","5893584","2493893","2976","3051666","262385","493147","7",61017376.7,"2682",14441.56037,5458.103906,7211.358065,6937.62539,"1805416","145315","14741900","6577539","7540","7475964","769846","1457925","27",671304152,"26647",48892.76585,13698.71955,27937.07173,19499.08343,"3058174","238419","58802309","36032200","40242","21465421","1239254","2684231","439",2457117725,"94210","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","4","0","1","3","2","0","0","6","1","1","11","3","0","0","14"
"34689",1003530.403000000049360,237724.133799999981420,8.855434037000000,7.790778159000000,8.171650229000004,6.506804661000000,7.195690660000000,25.687133559999999,25.733081120000001,24.518235220000001,21.613302610000002,20.500449620000001,"28",418.500000000000000,9.725000000000000,2.222222222222220,59.537999999999997,40.000000000000000,2.134926000000000,102.650666666666993,16.100000000000001,9.502500000000000,2.415446300000000,11.194765000000000,1,1,1,1,558.0314032,350.4046903,287.523588,84.16396003,1983.892185,3905.671821,187.946208,1132.621402,520.9617476,562.4046937,1383.69235,"586544","55904","1056051","690753","852","365298","127795","0","1",5201450.4,"0",2052.316573,773.9555451,872.3561031,2048.580191,"586544","55904","1507768","776726","952","683699","127795","0","3",15162123.2,"0",5214.654864,1448.459012,2170.722009,3473.998235,"750726","66058","5647793","2469191","2933","2804784","164887","493147","5",54010925.7,"6933",13582.63095,5078.705493,6623.443701,6268.707929,"1129114","83220","17422482","7995434","8495","8830201","594204","1457925","29",1010304362,"26807",50526.19343,14240.49781,28735.81878,20797.65749,"3289725","252541","58911303","34956990","39179","22641930","1201969","3570197","435",2391144161,"99747","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","5","0","1","5","2","0","0","6","1","1","9","3","0","0","19"
"34690",1003530.403000000049360,238052.217800000013085,8.791783776000004,7.715348124000000,8.103850370000000,6.460888231000000,7.101973804000000,24.893833260000001,24.933197610000001,23.970649280000000,21.576609540000000,20.302654189999998,"14",421.500000000000000,14.718204898446800,7.134259259259260,59.886096774193497,232.333333333333002,5.264436000000000,100.707583333334000,16.100000000000001,14.718204898446800,2.180236600000000,8.855304500000003,1,1,1,1,518.9993916,253.160464,302.1877864,85.39193591,2073.397056,3998.245056,209.3267911,1164.111057,419.0279367,589.1525755,1147.525235,"581316","55720","1294696","426384","542","868312","55695","463488","1",13617225.6,"0",2032.930072,670.193695,986.469381,1778.452811,"586544","55904","1732236","697403","860","1033983","55695","463488","2",19144083.2,"0",5017.614574,1429.418556,2101.343466,3486.24904,"729276","64408","5532006","2309626","2726","2922987","135247","493147","7",42590326,"6933",13027.31673,5111.038184,6691.468617,6081.362694,"1143429","84426","17438877","7854079","8143","9043142","471162","1457925","31",1037215498,"26807",50809.15869,14520.5403,29133.57543,21542.87486,"3758581","289146","58261385","33964186","38213","23341019","1195268","3804896","452",2471446353,"102997","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","5","0","1","5","2","0","0","6","1","1","9","3","0","0","22"
"34691",1003530.403000000049360,238380.301799999986542,8.660803280000000,7.572038816000000,7.991575986000000,6.414824614000000,7.155428216000000,23.641883440000001,23.657434830000000,22.976615200000001,21.225889599999999,19.966664690000002,"11",385.000000000000000,15.112037037037000,7.546296296296300,59.497333333333302,232.333333333333002,5.264436000000000,100.426666666667003,16.100000000000001,15.112037037037000,2.120746100000000,8.337356000000000,1,1,7.818625409,1,497.3145598,159.3645987,217.5462777,142.0483361,2163.821292,4091.167896,240.5888959,759.4487616,400.648128,291.4980546,688.178894,"490728","48220","1266824","426384","542","840440","50000","463488","1",13617225.6,"0",1167.289219,600.8267137,452.0357738,1078.771634,"495956","48404","2188655","426384","542","1762271","50000","463488","2",13617225.6,"0",4366.975816,1321.674878,1710.175815,3249.678931,"647904","59741","3931963","954887","1102","2890880","135247","1146013","8",44571816.4,"6",12192.92482,5379.544154,6646.109567,5902.620039,"1095312","79432","16948074","7605639","7571","8929617","581644","1604381","31",839919662.4,"21561",50189.24305,14304.77606,28335.04083,21370.10264,"3057363","233872","56508330","32622274","36117","23001172","1131936","4586393","465",2493410058,"101386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","2","1","1","6","2","0","0","6","1","1","8","3","0","0","21"
"34692",1003530.403000000049360,238708.385799999989104,8.310985439000000,7.206651381000000,7.685396801000000,6.329850886000000,7.059534594000000,23.426291840000001,23.422440330000001,22.787741010000001,21.022335460000001,19.742297879999999,"14",466.500000000000000,9.791203703703699,2.222222222222220,59.497333333333302,44.250000000000000,2.837994000000000,102.644416666666999,16.100000000000001,9.520925925925919,2.558404450000000,12.915195000000001,1,1,35.97296948,1,493.6583991,81.87802761,152.7592514,230.3557208,2150.068862,4184.417052,288.4778647,437.1469653,400.0892745,179.084551,569.8827249,"490728","48220","1550682","0","0","1550682","0","463488","2",9550015.2,"0",826.7293967,600.5007054,514.8961901,1003.10627,"490728","48220","2058901","426384","542","1632517","0","463488","2",9550015.2,"0",3887.824754,1219.18259,1419.645062,2706.803904,"632842","59056","3520464","972213","1016","2474795","63147","1146013","8",65558059.9,"6",11234.46294,6120.731102,6573.256023,5948.256981,"1077071","78997","14568859","7011257","7009","7144784","361344","2029141","26",716205872.3,"14478",49432.73147,14284.7814,27387.24321,20744.52135,"3381973","261292","59137785","36719376","38981","21536547","1050618","4586737","469",2640277633,"98745","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","5","2","0","0","6","1","1","8","2","0","0","21"
"35009",1003858.486999999964610,233459.041900000011083,8.511294983999999,7.582775725000000,7.747173848000000,6.015368567000000,6.977038077000000,18.832183440000001,19.339294899999999,19.450294230000001,18.196729820000002,17.416224300000000,"17",381.000000000000000,20.861111111111100,9.138888888888889,48.250666666666703,284.166666666667027,1.912002000000000,102.613333333333003,16.100000000000001,20.861111111111100,2.087503700000000,8.064757000000000,1,69.61417332,1,1,405.043796,1652.17448,295.3939887,1,929.5340548,2696.925074,84.37273165,726.0934865,0,164.0247131,381.3466287,"28090","2570","1628691","1077070","1129","548246","30533","0","3",7703076.5,"0",1367.692164,246.4332863,270.8776986,933.7339155,"987342","99798","1770080","1172360","1240","594345","37529","0","4",7703076.5,"374",3565.312926,1333.607392,714.3750017,3471.346289,"1196635","114165","6889070","5342335","4744","1454497","132582","0","14",43978580.8,"5727",10978.82003,6980.4326,6225.295933,8984.802252,"3327429","255265","11466739","8071615","7884","3086333","378907","528787","62",144286201.4,"20846",47103.40994,16882.09113,26459.38624,23625.83368,"5059087","355670","46935188","29758442","34095","16009947","2072230","10407707","317",1524572210,"81968","0","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","2","0","0","1","2","0","3","4","0","0","2","2","0","6","7","1","0","25"
"35010",1003858.486999999964610,233787.125900000013644,8.837177303000002,7.902290323000000,8.033283001999999,6.114420014000000,7.193817600000000,26.244132109999999,26.584068960000000,25.737576260000001,22.505483420000001,21.538845519999999,"64",396.000000000000000,17.611111111111100,12.777777777777800,64.791666666666700,286.750000000000000,4.629960000000000,102.613666666667001,16.100000000000001,17.611111111111100,2.279865000000000,9.775361000000000,1,1,1,1,471.5393586,1552.735082,245.3366797,77.75652192,983.4529266,2783.00107,117.9773312,986.2765601,266.5793851,277.8429567,913.2564626,"1007585","100778","2959954","2615976","2226","325906","41150","0","2",19759117,"3064",1825.065624,536.8729403,380.8965732,1938.953099,"1103578","106813","3730091","2907260","2506","787346","70239","0","4",28273445.2,"3064",4285.645512,1548.828909,1025.218857,3976.170714,"1243599","119042","6572213","4926435","4339","1526818","186168","3840","11",40653844.4,"4664",11274.3677,7521.659524,6299.441224,9393.90347,"3054321","240084","11697901","8104063","7891","3221028","439185","543839","60",154185463.7,"22535",47354.2897,16690.34101,26287.03435,23237.99614,"5102175","360131","50586211","31470939","36137","17732282","2002530","10392148","313",1569166130,"79916","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","1","1","0","4","4","0","0","2","2","0","5","6","1","0","23"
"35011",1003858.486999999964610,234115.209899999987101,8.944778521000000,8.000413849999999,8.130694986000000,6.155521149000000,7.252943191000000,30.538665970000000,30.775164250000000,29.019808690000001,24.229128599999999,23.128597490000001,"48",437.000000000000000,11.335185185185200,1.365740740740740,56.674666666666702,145.833333333333002,4.372740000000001,102.419166666666996,16.100000000000001,11.335185185185200,2.281993500000000,9.796262000000000,1,1,1,1,548.3049682,1453.372643,230.0166145,177.7567251,1044.186688,2869.979989,201.0249173,1163.488626,480.6070257,269.9730655,1273.820009,"986245","98621","2301588","1892271","1558","335746","39706","0","2",20570368.7,"3064",1956.102283,681.3635563,547.3224877,1943.819541,"1054549","105655","3125499","2350586","1992","681429","118640","0","2",26022192.1,"3064",5064.653055,1687.936465,1739.297541,4521.03659,"1606506","152489","6928732","5126907","4592","1684119","250530","3840","17",45219308,"9773",12249.99649,7630.034751,6638.603667,9310.465995,"3488433","266739","13294804","9483766","9621","3341428","582479","507005","66",146794543.4,"23977",47651.69725,16315.09634,26746.88265,23393.28769,"5194354","365178","51332667","32055540","37082","17624042","1435147","10278741","317",1666343627,"85417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","4","3","0","0","2","2","0","5","7","0","0","22"
"35012",1003858.486999999964610,234443.293899999989662,8.960237846000000,8.005735760000000,8.180045003000000,6.216319819000000,7.211733655000000,24.949619810000002,25.258304559999999,24.193052609999999,21.117446200000000,20.155811140000001,"36",371.500000000000000,9.388888888888889,-2.222222222222220,45.034666666666702,333.833333333332973,5.298732000000000,102.579166666667007,16.100000000000001,6.529351851851850,1.981109900000000,7.250786000000000,1,1,1,1,631.6069907,1354.104104,195.5095056,126.3471721,1110.617892,2957.782176,294.7939372,1061.157197,294.9142164,228.0167638,860.5306434,"950296","96585","683488","363078","472","238689","82675","0","1",2890283.4,"3064",2072.556477,603.7817195,575.642122,1627.962353,"1031687","103424","3038737","2139128","1784","785278","127445","3840","2",24000752.2,"3064",5441.243692,1895.818935,2137.880757,4735.761921,"1527633","146119","7746004","5993840","5434","1577013","302640","15532","15",41303108.1,"9321",13090.75538,7281.288636,7036.50617,9485.806833,"3403587","262032","13770854","9632895","9722","3504585","699442","387013","66",149681221.5,"23977",48354.34675,16142.51666,27865.73633,23760.10324,"5181006","365618","50669528","31036739","35243","17965214","1464880","10550953","321",1611184834,"79983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","4","3","0","0","2","2","0","5","8","0","0","25"
"35014",1003858.486999999964610,235099.461899999994785,8.666916479999999,7.685873511000000,7.928370379000000,6.192881992000000,7.096400511000000,20.964369680000001,21.283446760000000,21.337630470000001,19.914257630000002,19.044478219999998,"66",387.000000000000000,11.324999999999999,2.222222222222220,53.443750000000001,40.000000000000000,4.990068000000000,102.616000000000000,16.100000000000001,11.324999999999999,2.368458000000000,10.680910000000001,1,127.5728958,1,1,809.6330896,1155.945474,49.2707408,1,1256.886976,3135.57908,489.7842435,866.1074781,0,291.8791544,298.8688676,"38490","2807","387292","31875","47","297972","105659","11692","0",2890283.4,"4038",1534.552656,156.983701,552.8003425,490.4066929,"110629","7960","756367","122495","157","552705","237692","11692","1",2890283.4,"4038",6064.195439,2707.509553,2751.267019,4326.59479,"1765720","170034","5595243","3588741","3402","1708098","495774","15532","12",38511443.2,"7727",14780.63247,6399.906546,7398.204029,9497.07338,"2808887","209125","17777050","11228555","11573","5995829","841689","110954","52",257059927.8,"23357",50575.1775,14547.44208,27231.93379,21787.30916,"4745291","350951","52779737","31938620","35338","19199735","1343092","2560038","335",1895847463,"89091","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","5","2","0","0","1","2","0","6","7","0","0","16"
"35015",1003858.486999999964610,235427.545899999997346,8.383780135000000,7.387892753000000,7.722906156000000,6.231304365000000,6.909902212000000,20.739463140000002,21.017956470000001,21.013397430000001,19.562259780000002,18.661951609999999,"141",421.000000000000000,10.275000000000000,-0.183333333333334,48.654000000000003,134.166666666666998,3.086640000000000,101.930000000000007,16.100000000000001,10.275000000000000,2.275159100000000,9.729467000000000,1,123.6967051,1,1,902.1058897,1057.126326,50.4408069,73.65343747,1335.257045,3225.452941,588.5416697,754.8121699,171.9169147,472.4577947,310.9942068,"110629","7960","561235","200345","262","303445","132989","11692","0",0,"4038",1624.781538,442.541037,797.1955173,469.5501971,"110629","7960","1062210","391069","508","587666","185210","11692","2",2827827.7,"4038",6355.803976,2822.367012,2690.873423,4137.925274,"1868104","177598","5403474","3197438","2896","1807949","629100","15532","13",39286267.3,"7727",15245.33437,6163.934084,7311.592241,8822.550354,"2573774","204850","19687149","12470222","13081","6455037","841689","219353","49",286245133.7,"23357",50959.54229,14273.92805,26929.40316,21721.07185,"4542617","343883","54619292","32914068","35951","20122353","1229258","2606659","355",1937954703,"91610","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","5","1","0","0","0","1","0","6","7","0","0","15"
